Entity1,Gender of Entity1,Entity2,Relation,Entity1 Position,Entity2 Position,Sentence
Ferdinand IV of Castile,Male,King,hypernym,"[67, 79]","[120, 124]","While the King was in Toro , the Queen gave birth in Salamanca on 13 August 1311 to a son , the future Alfonso XI of Castile ."
Ferdinand IV of Castile,Male,King,hypernym,"[67, 79]","[120, 124]","The newborn heir of ther Castilian throne was baptized in the Old Cathedral of Salamanca , and despite the King 's wishes to entrust the guardianship of his son to his mother the Dowager Queen , the will of Queen Constance prevailed , who wanted ( with the support of Juan Núñez II de Lara and Lope Díaz de Haro ) , that the custody of her son should be entrusted to the Infante Peter.In the fall of 1311 a conspiracy arose which sought the overthrow of Ferdinand IV in favor of his brother Infante Peter ."
Ferdinand IV of Castile,Male,King,hypernym,"[67, 79]","[120, 124]","However , the project failed due to the contundent refusal of the Dowager Queen.In mid-1311 , John of Castile and the principal magnates of the Kingdom threatened Ferdinand IV by ceasing to serve him , if the monarch did n't satisfy their requests ."
Ferdinand IV of Castile,Male,King,hypernym,"[67, 79]","[120, 124]","John of Castile and his followers demanded that the King replace his advisers and privates for John of Castile himself , the Dowager Queen , Infante Peter , Juan Manuel of Villena , Juan Núñez II de Lara and the Bishops of Astorga , Zamora , Orense and Palencia ."
Ferdinand IV of Castile,Male,King,hypernym,"[67, 79]","[120, 124]","Juan Manuel of Villena remained loyal to Ferdinand IV , because on 15 October the King had given him all the royal pechos ( tributes ) and rights of Valdemoro and Rabrido , except for the moneda forera of both places and the martiniega ( another tribute ) de Rabrido , which had been granted to Alfonso de la Cerda.With the desire to achieve peace in order to continue with the Reconquista , Ferdinand IV agreed to sign the Concord of Palencia on 28 October 1311 with John of Castile and the rest of the magnates , and whose clauses were ratified in the Cortes of Valladolid in 1312 ."
Ferdinand IV of Castile,Male,King,hypernym,"[67, 79]","[120, 124]","The King ceded to John of Castile the municipality of Ponferrada , with the condition that he did n't establish any type of alliance with Juan Núñez II de Lara , although he did n't fulfill his word before eight days of the signing of the Concord.In December 1311 Ferdinand IV meet in Calatayud with James II of Aragon ."
Ferdinand IV of Castile,Male,King,hypernym,"[67, 79]","[120, 124]","[ 21 ] At the same time , Ferdinand IV gave to James II his eldest daughter , the Infanta Eleanor of Castille , to be raised in the Aragonese court until she had the proper age to marry the Infante James of Aragon , firstborn son and heir of James II.In the meeting of Calatayud of 1311 it was also agreed to resume the war against the Kingdom of Granada , but it was decided that each Kingdom should do it separately , while James II promised to mediate between Ferdinand IV and his father-in-law in the conflict that both maintained about the possession of some cities of which Denis of Portugal had taken over during Ferdinand IV 's minority ."
Ferdinand IV of Castile,Male,King,hypernym,"[67, 79]","[120, 124]","In the Cortes of Valladolid in 1312 , the last of the reign of Ferdinand IV , funds were raised to maintain the army to be used in the next campaign against the Kingdom of Granada , were reorganized the administration of justice , the territorial administration and the local administration , thus showing the King 's desire to make profound reforms in all areas of administration , while attempting to strengthen the royal authority against the nobility ."
Ferdinand IV of Castile,Male,King,hypernym,"[67, 79]","[120, 124]","The Cortes approved the concession of five services and one moneda forera , for the payment of the soldiers of the King 's vassals , except for Juan Núñez II de Lara , who had become the vassal of King Denis of Portugal.As early as October 1311 , Ferdinand IV had requested a loan from King Edward II of England , in order to continue the war against the Kingdom of Granada , although the English sovereign refused to grant it , arguing that he had many expenses due to his war against Scotland ."
Ferdinand IV of Castile,Male,King,hypernym,"[67, 79]","[120, 124]","In July 1312 , Ferdinand IV pledge the Templar castles of Burguillos del Cerro and Alconchel for 3,600 marks to King Denis of Portugal , which he needed to continue the war against the Kingdom of Granada ."
Ferdinand IV of Castile,Male,King,hypernym,"[67, 79]","[120, 124]","In 1312 Sancho of Castile , Lord of Ledesma first-cousin of Ferdinand IV died ; immediately the King went to Ledesma , that acted as a capital of the dominions of his cousin , and incorporated the dominions to the royal patrimony , after it had been proved that the deceased had no legitimate children ."
Ferdinand IV of Castile,Male,King,hypernym,"[67, 79]","[120, 124]","Ferdinand IV then went to Salamanca , and deprived his cousin Alfonso de la Cerda ( who had rebelled again against him ) of the municipalities of Béjar and Alba de Tormes.On 13 July 1312 , the King arrived in Toledo , after leaving the Infante Alfonso , heir to the throne , in the city of Ávila , and went to the province of Jaén , where his brother Infante Peter of Castile was besieging the town of Alcaudete ."
Ferdinand IV of Castile,Male,King,hypernym,"[67, 79]","[120, 124]","The King , after a short stay in the city of Jaén , went to the town of Martos , where he ordered the execution of the Carvajal brothers , accused of having murdered Juan Alonso de Benavides , private of Ferdinand IV , in Palencia ."
Ferdinand IV of Castile,Male,King,hypernym,"[67, 79]","[120, 124]","The Chronicle of Ferdinand IV states that before dying , the brothers summoned the King to appear before the Court of God within thirty days ."
Ferdinand IV of Castile,Male,King,hypernym,"[67, 79]","[120, 124]","[ 22 ] After his stay in Martos , the King went to Alcaudete , where he awaited John of Castile , that should be united with his troops to the siege of the locality ."
Ferdinand IV of Castile,Male,King,hypernym,"[67, 79]","[120, 124]","Sick of gravity , Ferdinand IV left the siege of Alcaudete and went to the city of Jaén at the end of August 1312.On 5 September 1312 , the garrison of Alcaudete was surrendered after three months of siege , and the Infante Peter went to the city of Jaén , where his brother the King was waiting for him ."
Ferdinand IV of Castile,Male,King,hypernym,"[67, 79]","[120, 124]","Ferdinand IV died aged 26 , and when he died he left an only 1-year-old son , who would reign as Alfonso XI of Castile.The Chronicle of Fernando IV , written around 1340 , almost thirty years after the death of the king , describes the death of the Castilian-Leonese monarch in Chapter XVIII of the work , and the Carvajal brothers , thirty days Before that of Ferdinand IV , although it does not specify how the latter died : [ 24 ] The King left Jaén , and went to Martos , and being and ordered to kill two knights who were in his house , because they were blamed for the death of a knight who was say they killed when the King was in Palencia , after leaving the house of the King one night , namedh Juan Alonso de Benavides ."
Ferdinand IV of Castile,Male,King,hypernym,"[67, 79]","[120, 124]","They were dead , and the next day was the King with his army in Alcaudete , and every day he waited for the infante John of Castile , according to what was expectred from him ... It is the King being in this siege of Alcaudete , took a very great ailment in such a way that he came to Jaén with the disease , and ate meat every day , and drank wine ... And the day Thursday , seven days of September , the eve of Sancta Maria , the King went to bed , and a little after half a day they found him dead in hs bed , so that no one saw him die ."
Ferdinand IV of Castile,Male,King,hypernym,"[67, 79]","[120, 124]","[ 25 ] The historian Diego Rodríguez de Almela , in his work Valerio de las historias escolásticas y de los hechos de España , which was written around the year 1472 , related as follows the death of the monarch : [ 26 ] King Ferdinand IV of Castile , who took Gibraltar , was in Martos , and were acussed before him two knights , called the one Pedro Carbajal and the other Juan Alfonso de Carbajal , his brother , who both belonged to his court , that a night , while the King was in Palencia , they killed a knight named Gómez de Benavides , loved very much by the King , giving many indications and presumptions because it seemed that they had been killed him ."
Ferdinand IV of Castile,Male,King,hypernym,"[67, 79]","[120, 124]","King Ferdinand , using rigorous justice , made the two brothers arrest , and thrown from top of the Rock of Martos ; before they were thrown out they said that God was their witness and knew the truth that they were not guilty in that death , and that the King ordered them to be kill without reason , that he was summoned from that day that they died in thirty days that he should appear with them in judgment before God ."
Ferdinand IV of Castile,Male,King,hypernym,"[67, 79]","[120, 124]","The knights were killed , and King Ferdinand came to Jaén ."
Ferdinand IV of Castile,Male,King,hypernym,"[67, 79]","[120, 124]","This King did not have the way that suited the execution of justice , and therefore ended as it.Martín Ximena Jurado , a historian and chronicler of the 17th century in his work Catálogo de los Obispos de las Iglesias Catedrales de Jaén y Anales eclesiásticos de este Obispado , described the Royal Church of Santa Marta in the city of Martos , where the remains of the Carvajal brothers , executed by order of Ferdinand IV , are buried ."
Ferdinand IV of Castile,Male,King,hypernym,"[67, 79]","[120, 124]","While describing the grave of the two brothers , he provided some information on the death of the monarch : [ 27 ] And more below it ( it refers to the side chapel of the high altar on the side of the Epistle of the Royal Church of Santa Marta de Martos ) you see on the wall a very small , humble arch near the ground and on it the next inscription , which manifests itself to be the Burial of the two knights Carvajal brothers , who were killed in the Rock of that village by order of the king Ferdinand the Fourth , who called the Summoned , because he was dead within the term that these knights pointed out to him , quoting it for the Divine Tribunal for the injustice that is said to them ( Here is transcribed the inscription placed on the tombstone of the Carvajal brothers ) : Year 1310 by order of the King Ferdinand IV of Castile were demolished from this Rock brothers Pedro and Ivan Alfonso de Carvajal , knights of Calatrava , and buried in this place ."
Ferdinand IV of Castile,Male,King,hypernym,"[67, 79]","[120, 124]","Don Luís de Godoy , and the licenciado Quintanilla , knights and visitors of this Party , had this memory renewed in the year of 1595.Juan de Mariana , writer and historian of the 17th century , described the conviction and execution of the Carvajal brothers in the city of Martos , and for the first time established the possible relationship between the legend of the emplacement before the Court of God of Ferdinand IV , and the emplacements suffered by Pope Clement V and King Philip IV of France , both in 1314 , two years after the death of the Castilian sovereign ."
Ferdinand IV of Castile,Male,King,hypernym,"[67, 79]","[120, 124]",That is why among the Kings of Castile was named Ferdinand the Summoned .
Ferdinand IV of Castile,Male,King,hypernym,"[67, 79]","[120, 124]","Such was the fame that ran , if true if false , it is not known , but it is believed to be false : in what happened to King Ferdinand no one doubts ... Historian and archaeologist Francisco Simón y Nieto , in his book Una página del reinado de Fernando IV ."
Ferdinand IV of Castile,Male,King,hypernym,"[67, 79]","[120, 124]","[ 29 ] In September 1312 , shortly after his death , the mortal remains of Ferdinand IV were transferred to the city of Córdoba , and on 13 September they were buried in a chapel of the Mosque–Cathedral of Córdoba , although his corpse should have been buried in the Toledo Cathedral next to his father Sancho IV or in Seville Cathedral with his paternal grandfather Alfonso X and his paternal great-grandfather Ferdinand III.However , due to the high temperatures that occurred in September 1312 , Queen Constance of Portugal , widow of Ferdinand IV , and the Infante Peter of Castile , brother of the late King , decided the burial of the mortal remains Of Fernando IV in the Mosque–Cathedral of Córdoba ."
Ferdinand IV of Castile,Male,King,hypernym,"[67, 79]","[120, 124]","[ 30 ] In 1371 , the mortal remains of Ferdinand IV and those of his son Alfonso XI were deposited in the Royal Chapel of the Mosque–Cathedral of Córdoba , whose construction had ended that same year.In 1728 , Pope Benedict XIII issued a bull for which the Royal Chapel of the Mosque–Cathedral of Córdoba was attached to the Church of Saint Hippolytus of Córdoba , and that same year , after several requests on the part of the canons of Saint Hippolytus , who had requested Philip V to have the remains of Ferdinand IV and Alfonso XI transferred to his Collegiate Church , the King authorized the transfer of the remains of the two monarchs.In 1729 works for the completion of the Church of Saint Hippolytus were begun , which were terminated in 1736 , and on the night of 8 August 1736 , with all honors , the mortal remains of Ferdinand IV and Alfonso XI were transferred to the Royal Collegiate Church of Saint Hippolytus , where they rest since then ."
Ferdinand IV of Castile,Male,King,hypernym,"[67, 79]","[120, 124]","On the roofs of both sepulchres are placed pillows on which are deposited a crown and a scepter , symbols of royalty.In Valladolid on 23 January 1302 , Ferdinand IV married with Constance , daughter of King Denis of Portugal ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","Ferdinand IV of Castile ( 6 December 1285 – 7 September 1312 ) called the Summoned ( el Emplazado ) , was a King of Castile and León from 1295 until his death.During his minority , his upbringing and the custody of his person were entrusted to his mother , Queen María de Molina , while his tutorship was entrusted to the Infante Henry of Castile the Senator , son of King Fernando III of Castile ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","At that time , and also for the rest of his reign , his mother tried to placate the nobility , confronted her son 's enemies , and repeatedly prevented Ferdinand IV from being dethroned.He had to face the insubordination of the nobility , led at numerous times by his uncle , the Infante John of Castile , Lord of Valencia de Campos and by Juan Núñez II de Lara , who were supported in some occasions by Juan Manuel , Prince of Villena and grandson of the King Ferdinand III.Like his predecessors on the throne , Ferdinand IV continued the Reconquista and , although he failed to conquer Algeciras in 1309 , he captured the city of Gibraltar that same year , and in 1312 the city of Alcaudete was also conquered ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","He died in Jaén on 7 September 1312 aged 26 , and his mortal remains are now in the Royal Collegiate Church of Saint Hippolytus.Ferdinand was born in the city of Seville on 6 December 1285 as the second child and eldest son of King Sancho IV of Castile and his wife María de Molina ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","Fernán Pérez Ponce de León and his wife , Urraca Gutiérrez de Meneses , had a significant influence on Ferdinand 's character , and he would show them , as a King , a profound gratitude ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","In the agreement signed by Sancho IV and King Denis of Portugal in September 1291 , was established the betrothal between Ferdinand and the Infanta Constance , daughter of the Portuguese sovereign ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","The death of Sancho IV a year later put an end to the negotiations with the French court.King Sancho IV of Castile died in the city of Toledo on 25 April 1295 , leaving his eldest son Ferdinand as heir of the throne ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","To this were added the problems with Aragon , Portugal and France , who tried to take advantage of the political instability that suffered the Kingdom of Castile in their own benefit ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","At the same time , Diego López V de Haro , Lord of Biscay , Nuño González de Lara , and Juan Núñez II de Lara , among many others nobles , sowed confusion and anarchy in the kingdom.In the Cortes of Valladolid in 1295 , Henry of Castile the Senator was appointed guardian of the King , but the Dowager Queen María de Molina got ( thanks to the support of the cities with votes in the Cortes ) that the custody of her son was entrusted to her ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","He later passed to the Kingdom of Portugal , where he pressed King Denis of Portugal to declare war to Castile and , at the same time , to support his claims to the Castilian throne ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","[ 4 ] In the summer of 1295 , when the Cortes of Valladolid were finished , the Dowager Queen and Henry of Castile met in Ciudad Rodrigo with King Denis of Portugal , to whom they delivered several localities located near the Portuguese border ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","In the meeting of Ciudad Rodrigo was renewed the betrothal between Ferdinand IV and Constance of Portugal , daughter of King Denis , and in addition Infanta Beatrice of Castile , younger sister of Fernando IV , would marry Afonso , heir to the Portuguese throne ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","[ 5 ] Shortly after , King James II of Aragon returned the Infanta Isabella of Castile to the Castilian court without having married her , and declared the war to the Kingdom of Castile.At the beginning of 1296 , John of Castile rebelled against Ferdinand IV and took Astudillo , Paredes de Nava and Dueñas , while his son Alfonso of Valencia seized Mansilla ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","In April 1296 Alfonso de la Cerda invaded the Kingdom of Castile accompanied by Aragonese troops , and went to the city of León , where John of Castile was proclaimed King of León , Seville and Galicia ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","Immediately afterwards , John of Castile accompanied Alfonso de la Cerda to Sahagún , where he was proclaimed King of Castile , Toledo , Córdoba , Murcia and Jaén ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","Shortly after being crowned Alfonso de la Cerda and John of Castile , both surrounded the Valladolid municipality of Mayorga , while Henry of Castile parted to the Kingdom of Granada to arrange the peace between the Sultan Muhammed II al-Faqih and Ferdinand IV , since the Granadian troops attacked in those moments in all Andalusia the lands of the King , that were defended , among others , by Alonso Pérez de Guzmán ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","[ 6 ] While John of Castile and Juan Núñez II de Lara waited for the arrival of the King of Portugal with his troops to join them in the siege of the city of Valladolid , where the Dowager Queen María de Molina and Ferdinand IV took refuge , the Aragonese monarch attacked Murcia and Soria , and King Denis of Portugal attacked along the line of Douro river , while Diego López V de Haro sowed disorder in his Lordship of Biscay.When Henry of Castile , who was conferring with the Sultan of Granada , learned that the Aragonese and the Portuguese had left the Kingdom of Castile , and that the Dowager Queen was besieging Paredes de Nava , he decided to return to Castile , fearing that he would be deprived from his position of guardian of Ferdinand IV ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","Shortly before the signing of the Treaty of Alcañices , Juan Núñez II de Lara , who supported Alfonso de la Cerda and John of Castile , was besieged in Ampudia , although he managed to escaped from the siege.In 1296 the Dowager Queen María de Molina had threatened the Portuguese monarch with breaking the agreements of the previous year if his attacks on the Castilian territory persisted , before which King Denis of Portugal agreed to return with his troops to his domains.Through the Treaty of Alcañices were fixed , among other points , the borders between Castile and Portugal , which received a series of fortresses and towns in exchange for breaking their agreements with James II of Aragon , Alfonso de la Cerda , John of Castile and Juan Núñez II de Lara ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","On the other hand , the Portuguese monarch brought an army of 300 knights , placed under the orders of João Afonso de Albuquerque , to help María de Molina in her fight against John of Castile who until that moment had received the support of the King Denis of Portugal.In addition , it was stipulated in the treaty that the towns and localities of Campo Maior , Olivenza , Ouguela and San Felices de los Gallegos would be surrendered to Denis de Portugal as compensation for the loss by Portugal during the reign of Afonso III of a series of towns that were taken from him by Alfonso X of Castile ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","The treaty was ratified not only by the two monarchs of both kingdoms , but also by several representatives of the nobiliary and ecclesiastical arms of both kingdoms , as well as by the Brotherhood of the councils of Castile and by its equivalent of the Kingdom of León ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","In the long term , the consequences of this treaty were long lasting , since the border between the two kingdoms was hardly modified in the course of the later centuries , becoming one of the longest frontiers of the European continent.On the other hand , the Treaty of Alcañices contributed to secure the position of Ferdinand IV in the Castilian throne , insecure because of internal and external discords , and allowed Dowager Queen María de Molina to extend her freedom of movement in the absence of disputes with the Portuguese sovereign , who had come to support it in her fight against John of Castile , who , at that moment , was still controlling the territory of León.At the end of 1297 , the Dowager Queen sent Alonso Pérez de Guzmán to the Kingdom of León to fight against John of Castile , who continued to control the territory ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","[ 9 ] At the beginning of 1298 , Alfonso de la Cerda and John of Castile , supported by Juan Núñez II de Lara , began to mint fake coin , since it contained less metal than it corresponded , with the purpose of destabilizing the economy of the Kingdoms of Castile and León ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","In the Cortes de Valladolid in 1298 , Henry of Castile again advised the sale of the city of Tarifa to the Muslims , but this was opposed by the Dowager Queen.The Dowager Queen met in 1298 with the King of Portugal in Toro , and requested that he help her in the fight against John of Castile ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","However , the Portuguese sovereign refused to attack him and , in common agreement with Henry of Castile , both planned that Ferdinand IV reached a peace agreement with John of Castile , under which the latter kept the Kingdom of Galicia , the city of León , and all the towns that he had conquered only during his lifetime , and at his death , all those territories would pass to Ferdinand IV ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","Nevertheless , the Dowager Queen , who opposed the project of surrender these territories to John of Castile , bribed the Henry of Castile by giving him the cities of Écija , Roa and Medellin so that the project did n't continue , while at the same time she managed to obtain from the representatives of the councils the publicly rejection to the project of the Portuguese sovereign.After the meeting with the Portuguese monarch in 1298 , the Dowager Queen sent to her son , the 7-years-old Infante Philip of Castile to the Kingdom of Galicia , with the purpose to reinforce the royal authority in that zone , where João Afonso de Albuquerque and Fernando Rodríguez de Castro , Lord of Lemos and Sarria , planted the disorder ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","Juan Núñez II de Lara was released in 1299 on condition that his sister Juana Núñez de Lara married Henry of Castile , to pay tribute to Ferdinand IV and swore not to revolted against him , and returned to the Crown the cities of Osma , Palenzuela , Amaya , Dueñas ( which was granted to Henry of Castile ) , Ampudia , Tordehumos ( which was given to Diego López V de Haro ) , La Mota , and Lerma.In March 1300 , the Dowager Queen met again with King Denis of Portugal in Ciudad Rodrigo , where the Portuguese sovereign requested funds to pay the cost of the matrimonial dispensations that the Pope should grant , so that could be carried out the marriages between Fernando IV and Constance of Portugal , and Beatrice of Castile with Afonso of Portugal ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","In the Cortes de Valladolid in 1300 the Dowager Queen imposing her will and managed to obtain the necessary amount of money with which could persuade Pope Boniface VIII to grant the dispensation that legitimized the marriage of the late Sancho IV of Castile with María de Molina.During the Cortes of Valladolid of 1300 John of Castile renounced to his pretensions to the throne , notwithstanding to have been proclaimed King of León in 1296 , and made public his oath of fidelity to Fernando IV and his successors on 26 June 1300 ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","[ 11 ] In 1301 King James II of Aragon besieged the town of Lorca , who belonged to Juan Manuel , Prince of Villena , who surrender it to the Aragonese monarch , and at the same time the Dowager Queen , with the purpose of amortizing the disbursement made to provide an army with which to release the city of the Aragonese siege , ordered the siege of the castles of Alcalá and Mula , and immediately after besieged the city of Murcia , where James II was ; the Aragonese monarch was close to be by the Castilian troops , but he was warned by Henry and John of Castile , who were afraid of a complete defeat of James II , because both wanted to maintain good relations with him.In the Cortes de Burgos of 1301 were approved the subsidies demanded by the Crown to finance the war against the Kingdoms of Aragon and Granada and against Alfonso de la Cerda , while were granted subsidies to obtain the legitimation of marriage of the Dowager Queen with Sancho IV ; for this purpose , were sent 10,000 silver marks to the Pope , despite the famine that ravaged the Kingdoms of Castile and León.In June 1301 , during the Cortes de Zamora , John of Castile and the ricoshombres of Léon , Galicia and Asturias , supporters mostly of the John , approved the subsidies demanded by the Crown.In November 1301 , when the court was in the city of Burgos , was made public the bull by which Pope Boniface VIII legitimized the marriage of María de Molina with the late King Sancho IV , and therefore her children were legitimate from that moment ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","Both were joined by John of Castile , who continued to claim the Lordship of Biscay on behalf of his wife , María I Díaz de Haro.In 1301 , while the Dowager Queen was in Vitoria with Henry of Castile answering the complaints presented by the Kingdom of Navarre in relation to the Castilian attacks to their lands , John of Castile and Juan Núñez II de Lara indisposed the King with his mother and sought his amusement in the lands of León by means of hunting , to which Ferdinand IV showed his predilection since childhood ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","With the Dowager Queen in Vitoria , the Aragonese nobles revolted against their monarch offered their support to obtain from James II the return to Castile of the towns from which he had taken over in the Kingdom of Murcia ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","That same year Henry of Castile , allied with Diego López V de Haro , demanded to Ferdinand IV , in compensation to leave his position of royal guardian ( and after having previously blackmailed the Dowager Queen with declaring the war to his son if they did n't accede to his request ) , the possession of the towns of Atienza and San Esteban de Gormaz , which were granted by the King.On 23 January 1302 Ferdinand IV married in Valladolid with Constance , daughter of King Denis of Portugal ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","In the Cortes de Medina del Campo of May 1302 , Henry and John of Castile and Juan Núñez II de Lara tried to indispose the King with his mother , accusing her of having given away the jewels given to her by Sancho IV , and later , when the accusation was proved to be false , they accused her of having appropriated the subsidies granted to the Crown in the Cortes of previous years , an accusation that was also proved false when Nuño , Abbot of Santander and Chancellor of the Dowager Queen , reviewed and made public the accounts of María de Molina , who not only had not appropriated the Crown 's funds but contributed with her own income to the support of the monarchy ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","While celebrating the Cortes of Medina del Campo in 1302 , which was attended by a representation of the King of Castile , Sultan Muhammed II al-Faqih of Granada died and was succeeded by his son , Muhammad III , who attacked the Kingdoms of Castilla y León and conquered the municipality of Bedmar.In July 1302 Ferdinand IV went to the Cortes de Burgos along with his mother , with whom he had restored good relations , and with Henry of Castile ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","The King , although under the influence of his private Samuel de Belorado , of Jewish origin —who tried to indispose the King from his mother— had decided to dispense from the presence of the John of Castile and Juan Núñez II de Lara in the Cortes ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","In the final months of 1302 , the Dowager Queen , who was in Valladolid , was forced to appease the ricoshombres and members of the nobility , who planned to rise up in arms against Ferdinand IV , who spent the Christmas of 1302 in lands of the Kingdom of León , accompanied by the John of Castile and Juan Núñez II de Lara.At the beginning of 1303 there was a planned meeting between King Denis of Portugal and Ferdinand IV , where the Castilian monarch hoped that his cousin and father-in-law the Portuguese monarch would return to him some territory ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","The infant John of Castile and Juan Núñez II de Lara predisposed Fernando IV against Henry of Castile and Diego López V de Haro , while the concessions offered by the Portuguese sovereign , who offered to help him if necessary against Henry of Castile , disappointed Ferdinand IV.In 1303 , while the King was in Badajoz , Henry of Castile , Diego López V de Haro and Juan Manuel , Prince of Villena had a meeting in Roa , and they agreed that Juan Manuel would have a meeting with the King of Aragon , who agreed that the three magnates and himself should meet the Day of John the Baptist in the municipality of Ariza ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","The plan of Henry of Castile consisted in that Alfonso de la Cerda became King of León and married with the Infanta Isabel ( sister of Ferdinand IV and repudiated child-bride of the Aragonese monarch ) , while the Infante Peter of Castile ( brother of Fernando IV ) would be proclaimed King of Castile and would marry with a daughter of James II of Aragon ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","Henry of Castile stated that his intention was to achieve peace in the Kingdom and to eliminate the influence of the John of Castile and Juan Núñez II de Lara.This plan , which would have meant the disintegration of the Kingdom of Castile and León , as well as the forced resignation of Ferdinand IV to the throne , was rejected by the Dowager Queen , who refused to support the project and to participate in the Meeting of Ariza ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","However , Henry of Castile , Juan Manuel of Villena and other knights were committed to make the war to Ferdinand IV , as well as to that the Kingdom of Murcia should be returned to Aragon and the Kingdom of Jaén given to Alfonso de la Cerda ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","Faced with Henry 's illness , the Dowager Queen , fearing that his lordships and castles would be inherited by Juan Manuel of Villena and Lope Díaz de Haro ( to those he planned to bequeath his possessions to his death ) , she persuaded Henry 's confessor , as well as his companions , to convince him to return his properties to the Crown , to which Henry refused , since he did n't wish that his inheritance could be taken by Ferdinand IV.When Juan Manuel of Villena , nephew of Henry of Castile , arrived at Roa , he found him speechless , and taking him for dead , he took possession of all the valuable objects that were there , as referred to in the Chronicle of Ferdinand IV : [ 13 ] And when he saw Prince Henry speechless , and believing him dead , took everything he found in the house , silver and beasts and letters with the royal seal , and leave the village and took with him everything he found from Prince Henry , and goes to Peñafiel , who belonged to Prince Juan Manuel.The Dowager Queen then sent orders to all the fortresses of the dying Henry , in which it was arranged that if he died , they would not surrender the castles but to the King 's troops , to which they belonged ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","In November 1303 the King was in Valladolid with his mother , and requested her advice , since he wished to put an end to the dispute between John of Castile and Diego López V de Haro for the possession of the Lordship of Biscay ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","The Dowager Queen told him that she would help him to resolve the matter , while the King made important donations to her , for the good relations between Ferdinand IV and his mother had been fully restored.In January 1304 , when the King was in Carrión de los Condes , John of Castile claimed again , in the name of his wife , and supported by Juan Núñez II de Lara , the Lordship of Biscay , although the monarch at first resolved that John of Castile 's wife be satisfied with receiving Paredes de Nava and Villalón de Campos as compensation , to which John of Castile refused , arguing that his wife would not accept this for disagreeing with the previous pacts established by her husband in relation to The Lordship of Biscay ."
Ferdinand IV of Castile,Male,King,hypernym,"[246, 258]","[22, 26]","John of Castile accepted the offer of the King , who called Diego López V de Haro to Carrión de los Condes ."
