age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
27,admin.,single,tertiary,no,313,no,yes,cellular,3,sep,167,1,93,3,success,no
42,self-employed,single,secondary,no,429,no,no,cellular,28,jan,96,2,-1,0,unknown,no
73,retired,single,secondary,no,1050,no,no,cellular,4,mar,562,3,181,2,failure,yes
29,admin.,single,secondary,no,27,yes,no,cellular,6,may,754,1,-1,0,unknown,yes
42,self-employed,single,tertiary,no,580,no,no,cellular,5,feb,393,1,-1,0,unknown,no
33,management,single,tertiary,no,215,yes,no,cellular,27,mar,101,1,-1,0,unknown,no
26,management,single,tertiary,no,114,yes,no,cellular,7,may,457,1,-1,0,unknown,yes
27,management,single,tertiary,no,20585,no,no,cellular,23,sep,299,1,100,1,success,yes
32,management,single,tertiary,no,863,yes,no,unknown,20,may,264,1,-1,0,unknown,no
39,management,single,tertiary,no,-145,yes,no,cellular,2,feb,268,2,196,2,failure,no
29,admin.,single,secondary,no,306,yes,no,cellular,18,may,774,4,-1,0,unknown,yes
31,technician,single,tertiary,no,1081,no,no,cellular,24,apr,202,5,261,2,failure,yes
25,student,single,secondary,no,331,no,no,telephone,26,aug,170,4,-1,0,unknown,yes
38,technician,single,secondary,no,1655,no,no,cellular,29,jul,392,2,-1,0,unknown,no
30,management,single,tertiary,no,398,no,no,cellular,30,apr,554,1,6,2,success,yes
31,technician,single,secondary,no,18,no,no,unknown,31,aug,27,1,-1,0,unknown,no
35,technician,single,tertiary,no,470,yes,no,cellular,25,jul,743,13,-1,0,unknown,yes
33,technician,single,tertiary,no,317,yes,no,cellular,4,jun,323,1,80,14,other,yes
33,management,single,tertiary,no,2364,no,no,cellular,17,may,508,1,-1,0,unknown,yes
31,technician,single,tertiary,no,17,no,no,cellular,26,aug,239,2,-1,0,unknown,no
46,admin.,single,secondary,no,-136,yes,no,unknown,28,may,223,1,-1,0,unknown,no
28,technician,single,secondary,no,16,no,no,cellular,17,apr,268,1,333,1,failure,no
45,technician,single,tertiary,no,0,yes,no,cellular,18,nov,139,2,-1,0,unknown,no
29,management,single,tertiary,no,0,yes,no,unknown,30,may,539,12,-1,0,unknown,yes
33,technician,single,tertiary,no,696,no,yes,cellular,5,feb,193,1,176,8,failure,no
24,blue-collar,single,secondary,no,0,yes,no,unknown,4,jun,204,1,-1,0,unknown,no
32,blue-collar,single,secondary,no,3662,no,no,telephone,28,jan,309,1,-1,0,unknown,no
45,management,single,tertiary,no,997,no,yes,cellular,19,nov,152,1,-1,0,unknown,no
23,services,single,secondary,no,91,yes,no,unknown,16,may,374,2,-1,0,unknown,no
30,blue-collar,single,primary,no,395,no,no,cellular,21,nov,429,1,-1,0,unknown,no
38,admin.,single,secondary,no,4803,no,no,cellular,16,jul,129,2,182,2,success,no
56,blue-collar,single,secondary,no,663,no,yes,cellular,8,jul,819,3,-1,0,unknown,yes
24,student,single,tertiary,no,1592,no,no,cellular,16,aug,98,3,111,5,other,no
51,management,single,tertiary,no,417,yes,no,unknown,9,may,18,1,-1,0,unknown,no
40,management,single,unknown,no,838,yes,no,unknown,12,may,619,3,-1,0,unknown,no
30,technician,single,secondary,no,486,no,no,cellular,28,jan,335,3,-1,0,unknown,no
39,services,single,secondary,no,326,yes,no,unknown,27,may,115,1,-1,0,unknown,no
42,management,single,tertiary,no,7104,no,no,cellular,20,nov,20,6,-1,0,unknown,no
31,management,single,tertiary,no,12607,no,no,cellular,22,may,150,1,-1,0,unknown,no
38,technician,single,tertiary,no,2273,yes,no,cellular,17,apr,222,1,-1,0,unknown,no
52,housemaid,single,tertiary,no,0,no,no,unknown,6,jun,431,2,-1,0,unknown,no
48,admin.,single,secondary,no,1234,yes,no,cellular,8,apr,188,1,-1,0,unknown,no
31,admin.,single,secondary,no,513,yes,no,unknown,13,may,180,1,-1,0,unknown,no
21,blue-collar,single,secondary,no,2265,no,no,cellular,27,may,156,4,99,2,success,no
36,unemployed,single,primary,no,1729,no,no,cellular,21,nov,341,1,-1,0,unknown,no
34,technician,single,tertiary,no,370,no,no,cellular,11,aug,116,2,-1,0,unknown,no
37,management,single,tertiary,no,7179,yes,no,unknown,6,jun,31,8,-1,0,unknown,no
41,management,single,tertiary,no,11008,no,no,unknown,18,jun,1540,1,-1,0,unknown,yes
35,technician,single,secondary,no,5059,no,yes,cellular,7,aug,115,2,-1,0,unknown,no
30,services,single,secondary,no,495,yes,no,cellular,21,nov,641,1,-1,0,unknown,yes
45,management,single,tertiary,no,1395,no,no,cellular,5,aug,67,1,-1,0,unknown,no
27,admin.,single,secondary,no,454,no,yes,cellular,15,jul,331,2,-1,0,unknown,no
32,blue-collar,single,secondary,no,127,yes,no,cellular,5,may,195,1,-1,0,unknown,no
38,blue-collar,single,secondary,no,3054,no,no,unknown,20,jun,24,11,-1,0,unknown,no
37,technician,single,secondary,no,786,yes,no,unknown,30,may,103,2,-1,0,unknown,no
43,technician,single,tertiary,no,140,no,no,cellular,18,aug,192,7,-1,0,unknown,no
29,technician,single,secondary,no,428,yes,no,cellular,24,jul,273,2,-1,0,unknown,no
25,blue-collar,single,secondary,no,764,yes,no,cellular,18,may,455,1,-1,0,unknown,no
48,blue-collar,single,secondary,no,580,yes,no,unknown,12,jun,185,2,-1,0,unknown,no
29,management,single,tertiary,yes,-1661,no,yes,cellular,29,jul,95,6,-1,0,unknown,no
32,blue-collar,single,secondary,no,1402,yes,no,cellular,7,may,343,3,295,5,other,no
43,admin.,single,secondary,no,733,yes,no,cellular,25,may,282,1,187,3,success,yes
40,unemployed,single,secondary,no,334,no,no,cellular,5,mar,219,1,91,6,other,yes
37,admin.,single,secondary,no,127,no,no,cellular,23,mar,83,4,-1,0,unknown,no
27,student,single,secondary,no,91,no,no,telephone,4,dec,157,6,95,37,other,no
26,admin.,single,secondary,no,141,yes,no,cellular,18,may,19,4,349,6,other,no
32,management,single,tertiary,no,1756,yes,no,unknown,21,may,206,3,-1,0,unknown,no
30,blue-collar,single,primary,no,296,no,no,telephone,5,feb,41,7,-1,0,unknown,no
35,services,single,secondary,no,2110,no,yes,cellular,7,jul,39,1,-1,0,unknown,no
26,student,single,primary,no,114,yes,no,cellular,14,may,226,2,-1,0,unknown,no
29,blue-collar,single,secondary,no,-16,yes,yes,cellular,5,may,201,1,-1,0,unknown,no
27,blue-collar,single,tertiary,no,1372,no,no,cellular,21,jul,230,1,-1,0,unknown,no
37,services,single,secondary,no,248,yes,no,cellular,10,feb,77,1,279,2,failure,no
32,student,single,tertiary,no,0,no,no,cellular,6,aug,101,5,3,6,other,no
40,blue-collar,single,secondary,no,6915,yes,no,cellular,4,feb,156,2,-1,0,unknown,no
39,admin.,single,secondary,no,0,yes,no,unknown,6,may,174,2,-1,0,unknown,no
40,blue-collar,single,unknown,no,-154,yes,yes,unknown,19,may,258,1,-1,0,unknown,no
35,technician,single,secondary,no,1609,yes,no,unknown,30,may,288,3,-1,0,unknown,no
53,blue-collar,single,secondary,no,1442,no,no,telephone,9,dec,137,8,188,2,other,no
30,management,single,tertiary,no,0,no,no,cellular,29,aug,135,2,-1,0,unknown,no
42,blue-collar,single,secondary,no,7547,no,no,cellular,29,jul,1569,2,-1,0,unknown,no
28,student,single,unknown,no,78,no,no,cellular,4,dec,232,3,310,2,failure,yes
28,blue-collar,single,secondary,no,517,no,yes,cellular,6,feb,91,3,213,1,success,no
35,admin.,single,secondary,no,855,yes,no,unknown,12,may,241,3,-1,0,unknown,no
26,student,single,tertiary,no,255,no,no,cellular,26,may,264,2,-1,0,unknown,no
31,management,single,tertiary,no,409,no,yes,cellular,9,jul,564,5,-1,0,unknown,yes
27,management,single,tertiary,no,99,yes,no,unknown,4,jun,767,2,-1,0,unknown,yes
31,management,single,tertiary,no,58,no,no,cellular,29,aug,207,2,-1,0,unknown,no
31,services,single,secondary,no,122,yes,no,cellular,4,feb,157,4,268,2,failure,no
53,technician,single,secondary,no,-165,yes,no,cellular,9,jul,89,1,-1,0,unknown,no
51,management,single,tertiary,no,8265,yes,no,cellular,21,nov,168,3,-1,0,unknown,no
37,services,single,secondary,no,259,yes,no,unknown,7,may,130,1,-1,0,unknown,no
34,technician,single,secondary,no,475,yes,no,cellular,29,jul,538,8,-1,0,unknown,no
33,blue-collar,single,secondary,no,-416,yes,no,unknown,16,may,767,2,-1,0,unknown,yes
33,management,single,tertiary,no,0,no,no,telephone,5,jun,109,1,-1,0,unknown,no
29,technician,single,secondary,no,853,no,yes,telephone,4,feb,239,7,-1,0,unknown,no
30,blue-collar,single,secondary,no,297,yes,no,cellular,25,jul,218,1,-1,0,unknown,no
30,management,single,tertiary,no,5561,yes,no,cellular,27,feb,195,1,100,1,success,yes
33,services,single,secondary,no,-530,yes,yes,telephone,11,may,168,5,-1,0,unknown,no
32,management,single,tertiary,no,1619,no,no,cellular,17,mar,184,1,321,2,success,no
28,student,single,secondary,no,949,yes,no,unknown,28,may,1730,1,-1,0,unknown,yes
21,student,single,secondary,no,123,no,no,telephone,12,aug,449,1,-1,0,unknown,yes
30,management,single,tertiary,no,329,yes,no,unknown,6,jun,122,16,-1,0,unknown,no
33,management,single,tertiary,no,361,yes,no,cellular,2,feb,81,1,-1,0,unknown,no
27,management,single,secondary,no,-403,yes,no,cellular,21,jul,54,3,-1,0,unknown,no
28,self-employed,single,secondary,no,241,yes,no,cellular,9,jul,275,1,-1,0,unknown,no
34,technician,single,secondary,no,105,yes,no,cellular,17,nov,303,1,196,2,failure,no
39,services,single,secondary,no,445,no,no,telephone,18,aug,108,1,-1,0,unknown,no
38,technician,single,secondary,no,1130,no,no,cellular,4,jun,96,2,98,1,success,yes
37,management,single,tertiary,no,198,no,no,cellular,20,aug,304,5,-1,0,unknown,no
49,admin.,single,secondary,no,0,no,no,cellular,19,nov,325,2,-1,0,unknown,no
31,admin.,single,secondary,no,358,yes,no,unknown,14,may,180,1,-1,0,unknown,no
24,services,single,secondary,no,496,yes,no,cellular,3,apr,297,1,323,2,failure,no
43,blue-collar,single,primary,no,-399,no,yes,cellular,28,jul,662,3,-1,0,unknown,yes
35,services,single,secondary,no,544,yes,no,cellular,7,may,91,1,345,2,failure,no
48,management,single,tertiary,no,0,no,no,unknown,18,jun,96,3,-1,0,unknown,no
32,services,single,secondary,no,335,yes,yes,unknown,4,jul,99,1,-1,0,unknown,no
38,management,single,tertiary,no,83,no,yes,telephone,15,jul,32,7,-1,0,unknown,no
33,management,single,tertiary,no,307,no,no,cellular,23,jul,113,6,179,4,failure,no
31,blue-collar,single,unknown,no,461,yes,no,cellular,7,may,462,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,1292,yes,no,cellular,24,jul,48,4,-1,0,unknown,no
31,services,single,secondary,no,0,yes,no,cellular,24,jul,362,1,-1,0,unknown,no
25,entrepreneur,single,primary,no,-65,yes,no,unknown,28,may,129,2,-1,0,unknown,no
34,blue-collar,single,secondary,no,39,no,no,cellular,13,may,254,2,299,3,failure,no
28,management,single,tertiary,no,3053,no,no,telephone,18,jan,165,4,-1,0,unknown,no
34,blue-collar,single,secondary,no,19833,yes,no,cellular,30,jan,84,4,252,1,other,no
54,management,single,tertiary,no,1464,yes,yes,unknown,26,may,425,4,-1,0,unknown,no
27,management,single,tertiary,no,522,no,no,cellular,15,jun,79,1,-1,0,unknown,no
32,technician,single,tertiary,no,127,yes,no,cellular,31,jul,88,3,-1,0,unknown,no
26,management,single,tertiary,no,1646,no,no,cellular,12,apr,524,4,206,5,success,yes
27,admin.,single,secondary,no,3776,yes,no,unknown,19,may,217,2,-1,0,unknown,no
31,admin.,single,secondary,no,378,no,no,cellular,23,jul,421,2,-1,0,unknown,no
29,management,single,tertiary,no,0,yes,no,unknown,5,may,363,1,-1,0,unknown,no
32,services,single,secondary,no,-402,yes,no,cellular,17,apr,135,1,-1,0,unknown,no
36,admin.,single,secondary,no,60,yes,no,cellular,23,sep,156,2,-1,0,unknown,yes
29,management,single,tertiary,no,21,yes,no,cellular,14,may,107,4,371,3,failure,no
41,admin.,single,secondary,no,2015,yes,no,unknown,29,may,480,10,-1,0,unknown,no
31,admin.,single,secondary,no,3323,yes,no,cellular,9,apr,337,2,-1,0,unknown,no
26,management,single,tertiary,no,8303,no,no,cellular,8,jul,143,2,-1,0,unknown,no
20,student,single,unknown,no,8860,no,no,cellular,7,apr,98,2,-1,0,unknown,no
29,admin.,single,secondary,no,305,yes,no,cellular,6,may,138,2,-1,0,unknown,no
33,technician,single,tertiary,no,0,no,no,cellular,14,aug,93,2,-1,0,unknown,no
36,unemployed,single,tertiary,no,1291,no,no,cellular,30,apr,195,1,86,1,success,yes
40,admin.,single,secondary,no,1200,yes,no,unknown,18,jun,284,8,-1,0,unknown,no
22,student,single,unknown,no,466,no,no,cellular,30,jun,377,1,-1,0,unknown,yes
44,unemployed,single,primary,no,4232,no,no,unknown,16,jun,227,1,-1,0,unknown,no
37,technician,single,unknown,no,334,no,yes,cellular,25,jul,442,12,-1,0,unknown,no
32,self-employed,single,tertiary,no,4024,yes,no,cellular,2,jul,150,1,-1,0,unknown,no
35,technician,single,secondary,no,1183,yes,no,cellular,21,nov,21,3,185,2,failure,no
34,technician,single,tertiary,no,6529,no,no,cellular,14,aug,505,2,-1,0,unknown,yes
32,self-employed,single,secondary,no,202,yes,no,cellular,16,apr,827,1,149,1,failure,no
50,management,single,secondary,no,4527,yes,no,cellular,14,may,140,1,-1,0,unknown,no
42,technician,single,secondary,no,2646,yes,no,cellular,23,jul,280,4,-1,0,unknown,no
37,blue-collar,single,secondary,no,240,yes,no,unknown,6,may,246,1,-1,0,unknown,no
42,entrepreneur,single,secondary,no,1049,yes,yes,cellular,20,apr,180,1,-1,0,unknown,no
31,technician,single,secondary,no,622,no,no,cellular,4,feb,15,5,-1,0,unknown,no
46,management,single,tertiary,no,187,yes,no,unknown,5,may,113,2,-1,0,unknown,no
32,management,single,tertiary,no,2360,no,no,cellular,3,feb,152,2,160,5,other,yes
45,blue-collar,single,primary,no,116,yes,no,cellular,15,may,16,5,365,1,failure,no
33,services,single,secondary,no,0,yes,no,cellular,28,jul,174,2,-1,0,unknown,no
32,technician,single,tertiary,no,1306,no,no,cellular,20,apr,517,1,-1,0,unknown,no
27,services,single,tertiary,no,1501,yes,no,cellular,24,jul,187,1,-1,0,unknown,no
33,admin.,single,tertiary,no,272,yes,no,cellular,1,sep,293,2,92,3,success,yes
27,services,single,secondary,no,139,no,no,cellular,25,jul,165,3,-1,0,unknown,no
56,technician,single,secondary,no,751,yes,no,cellular,15,may,43,8,177,5,failure,no
28,admin.,single,tertiary,no,373,yes,no,cellular,4,feb,126,1,-1,0,unknown,no
28,management,single,tertiary,no,266,no,no,cellular,8,feb,108,1,-1,0,unknown,no
27,management,single,tertiary,no,731,yes,no,unknown,28,may,335,2,-1,0,unknown,no
32,management,single,tertiary,no,715,no,no,cellular,11,aug,159,1,-1,0,unknown,no
33,admin.,single,secondary,no,32,no,no,cellular,11,jul,43,1,-1,0,unknown,no
36,self-employed,single,tertiary,no,3560,no,no,unknown,2,jun,409,2,-1,0,unknown,no
37,services,single,secondary,no,393,yes,no,cellular,8,may,348,4,350,2,other,no
34,management,single,secondary,no,0,no,no,cellular,22,aug,132,4,-1,0,unknown,no
37,blue-collar,single,tertiary,no,1436,yes,no,cellular,12,may,177,2,-1,0,unknown,no
28,unemployed,single,tertiary,no,0,no,no,telephone,2,feb,39,1,-1,0,unknown,no
29,technician,single,tertiary,no,1669,no,no,cellular,30,apr,196,1,86,1,success,no
26,admin.,single,secondary,no,317,yes,no,unknown,3,jun,953,1,-1,0,unknown,no
26,self-employed,single,tertiary,no,560,no,no,telephone,26,may,122,2,-1,0,unknown,no
27,blue-collar,single,secondary,no,1401,yes,no,unknown,28,may,392,1,-1,0,unknown,no
25,management,single,tertiary,no,145,no,no,cellular,7,aug,121,1,-1,0,unknown,no
38,admin.,single,secondary,no,626,no,no,cellular,2,jun,132,4,-1,0,unknown,no
26,student,single,secondary,no,268,yes,no,unknown,20,may,77,2,-1,0,unknown,no
38,technician,single,tertiary,no,9,yes,no,unknown,6,may,185,3,-1,0,unknown,no
34,admin.,single,secondary,no,4436,yes,no,cellular,20,nov,292,2,178,6,failure,no
32,admin.,single,secondary,no,1466,yes,no,unknown,12,may,264,2,-1,0,unknown,no
31,blue-collar,single,secondary,no,-2,no,yes,cellular,7,jul,221,2,-1,0,unknown,no
35,blue-collar,single,secondary,no,2227,yes,no,cellular,7,may,219,1,-1,0,unknown,no
35,blue-collar,single,secondary,no,142,yes,no,cellular,7,may,266,2,168,1,failure,no
26,admin.,single,secondary,no,827,yes,no,cellular,17,feb,97,1,-1,0,unknown,no
31,technician,single,secondary,no,754,no,no,cellular,7,aug,145,2,-1,0,unknown,no
33,management,single,tertiary,no,-149,yes,no,cellular,14,may,111,1,296,3,failure,no
35,unemployed,single,secondary,no,9,yes,no,cellular,13,may,84,2,364,2,failure,no
26,admin.,single,secondary,no,74,no,yes,cellular,16,jul,419,2,-1,0,unknown,no
45,admin.,single,secondary,no,2394,yes,yes,telephone,18,may,895,12,-1,0,unknown,no
40,technician,single,tertiary,no,1646,yes,no,cellular,4,aug,173,1,92,5,success,yes
46,management,single,unknown,no,1527,yes,no,unknown,6,may,269,1,-1,0,unknown,no
60,technician,single,secondary,no,12,no,no,cellular,24,jul,205,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,0,yes,no,cellular,6,may,340,1,-1,0,unknown,no
26,technician,single,secondary,no,941,no,yes,cellular,25,jul,784,1,-1,0,unknown,yes
26,management,single,tertiary,no,3,yes,no,cellular,23,jul,106,1,-1,0,unknown,no
32,technician,single,tertiary,no,5204,no,no,cellular,8,aug,31,2,-1,0,unknown,no
33,management,single,tertiary,no,7114,yes,no,cellular,5,feb,271,2,233,3,other,no
31,unemployed,single,tertiary,no,140,yes,no,telephone,7,may,11,2,-1,0,unknown,no
30,technician,single,tertiary,no,-266,no,yes,cellular,25,aug,66,4,-1,0,unknown,no
26,admin.,single,secondary,no,1327,no,no,cellular,30,apr,104,1,31,4,failure,no
31,technician,single,secondary,no,1186,yes,no,cellular,19,nov,174,1,180,1,failure,no
46,blue-collar,single,secondary,no,0,no,no,unknown,21,may,27,10,-1,0,unknown,no
43,technician,single,secondary,no,451,no,no,cellular,12,aug,289,2,-1,0,unknown,yes
40,services,single,secondary,no,316,no,no,unknown,11,jun,122,5,-1,0,unknown,no
47,management,single,tertiary,no,86,no,no,cellular,30,apr,387,3,87,1,success,yes
26,blue-collar,single,primary,no,3342,yes,no,unknown,4,jun,329,4,-1,0,unknown,no
35,admin.,single,secondary,no,-16,no,yes,cellular,28,jul,108,3,-1,0,unknown,no
28,services,single,secondary,no,129,yes,no,cellular,18,may,32,2,-1,0,unknown,no
36,blue-collar,single,secondary,no,284,no,no,unknown,9,jun,114,1,-1,0,unknown,no
35,technician,single,tertiary,no,364,no,yes,cellular,9,jul,247,3,-1,0,unknown,no
32,technician,single,secondary,no,68,no,yes,cellular,20,aug,237,4,-1,0,unknown,no
32,management,single,tertiary,no,1804,yes,no,unknown,20,jun,73,3,-1,0,unknown,no
30,technician,single,tertiary,no,987,no,no,cellular,9,apr,98,6,-1,0,unknown,no
30,management,single,tertiary,no,20261,yes,no,cellular,28,aug,81,10,-1,0,unknown,no
25,services,single,secondary,no,3856,yes,no,unknown,20,jun,16,28,-1,0,unknown,no
53,admin.,single,secondary,no,2398,yes,no,cellular,2,aug,317,1,180,2,failure,yes
30,services,single,secondary,no,-386,yes,no,cellular,29,jan,196,1,237,2,other,no
50,management,single,tertiary,no,267,no,no,unknown,17,jun,338,2,-1,0,unknown,no
29,unemployed,single,tertiary,no,991,no,no,cellular,5,feb,563,1,-1,0,unknown,no
30,housemaid,single,secondary,no,49,yes,no,unknown,13,may,267,2,-1,0,unknown,no
33,admin.,single,secondary,no,206,no,no,telephone,13,nov,168,1,-1,0,unknown,no
35,student,single,secondary,no,-86,yes,no,cellular,21,jul,369,1,-1,0,unknown,no
28,management,single,tertiary,no,4013,yes,no,unknown,4,jun,386,1,-1,0,unknown,no
30,management,single,secondary,yes,-985,no,no,telephone,24,jul,28,4,-1,0,unknown,no
32,technician,single,tertiary,no,785,yes,no,cellular,21,nov,53,2,-1,0,unknown,no
32,self-employed,single,tertiary,no,368,no,no,cellular,21,nov,149,2,-1,0,unknown,no
30,services,single,secondary,no,21,yes,no,unknown,7,may,104,2,-1,0,unknown,no
30,admin.,single,secondary,no,127,yes,no,cellular,18,may,16,6,368,1,other,no
26,blue-collar,single,secondary,no,940,yes,no,unknown,6,jun,237,3,-1,0,unknown,no
23,services,single,secondary,no,342,yes,no,unknown,3,jun,152,6,-1,0,unknown,no
31,blue-collar,single,secondary,no,855,yes,no,cellular,16,apr,94,1,317,2,failure,no
41,housemaid,single,secondary,no,2184,no,no,unknown,19,jun,91,2,-1,0,unknown,no
31,services,single,secondary,no,91,yes,no,cellular,18,may,111,2,-1,0,unknown,no
29,admin.,single,secondary,no,-37,yes,no,cellular,8,jul,21,35,-1,0,unknown,no
26,management,single,tertiary,no,155,yes,no,cellular,27,may,74,4,43,5,other,no
30,blue-collar,single,secondary,no,327,yes,no,telephone,18,may,21,2,-1,0,unknown,no
51,admin.,single,secondary,no,1994,no,no,unknown,18,jun,771,2,-1,0,unknown,yes
35,management,single,tertiary,no,53,no,yes,cellular,12,aug,80,4,-1,0,unknown,no
55,management,single,secondary,no,1507,yes,no,cellular,30,jul,114,3,-1,0,unknown,no
43,blue-collar,single,secondary,no,615,no,no,cellular,14,jul,97,4,-1,0,unknown,no
37,admin.,single,tertiary,no,869,no,no,cellular,30,jul,60,8,-1,0,unknown,no
28,student,single,tertiary,no,3026,no,no,cellular,3,feb,124,1,-1,0,unknown,no
33,technician,single,secondary,no,5214,yes,no,cellular,7,may,293,2,-1,0,unknown,no
47,management,single,tertiary,no,86,no,no,cellular,2,feb,1086,1,-1,0,unknown,yes
29,self-employed,single,tertiary,no,16,yes,no,unknown,6,may,43,1,-1,0,unknown,no
33,technician,single,secondary,no,-96,no,no,cellular,29,jan,213,4,-1,0,unknown,no
23,student,single,secondary,no,480,no,no,cellular,11,aug,162,1,-1,0,unknown,no
29,student,single,secondary,no,67,no,no,cellular,23,feb,211,1,187,5,success,yes
49,blue-collar,single,primary,no,3018,yes,no,unknown,15,may,93,1,-1,0,unknown,no
31,student,single,secondary,no,93,no,no,cellular,19,nov,584,2,-1,0,unknown,no
37,services,single,tertiary,no,72,yes,no,cellular,13,may,98,2,370,1,failure,no
32,admin.,single,secondary,yes,-17,no,no,unknown,9,jul,85,5,-1,0,unknown,no
30,management,single,tertiary,no,5074,yes,no,cellular,25,jul,153,2,-1,0,unknown,no
34,technician,single,tertiary,no,370,yes,no,cellular,8,aug,155,2,-1,0,unknown,no
33,technician,single,secondary,no,31,no,yes,cellular,25,aug,131,3,-1,0,unknown,no
31,admin.,single,secondary,no,255,no,no,cellular,27,jul,167,2,181,1,success,no
26,blue-collar,single,secondary,no,401,yes,no,unknown,13,may,373,1,-1,0,unknown,no
31,blue-collar,single,secondary,no,33,yes,no,unknown,15,may,214,4,-1,0,unknown,no
35,management,single,tertiary,no,578,yes,no,cellular,19,nov,112,1,-1,0,unknown,no
31,services,single,unknown,no,347,yes,no,cellular,5,feb,254,3,260,1,failure,no
34,admin.,single,secondary,no,1504,yes,no,unknown,12,may,395,3,-1,0,unknown,no
36,blue-collar,single,unknown,no,2054,no,no,unknown,9,jun,378,1,-1,0,unknown,no
26,management,single,tertiary,no,1494,yes,no,cellular,6,may,477,2,-1,0,unknown,no
21,student,single,secondary,no,2488,no,no,cellular,12,oct,180,1,-1,0,unknown,yes
33,admin.,single,tertiary,no,2,no,no,cellular,29,jan,132,2,-1,0,unknown,no
30,self-employed,single,secondary,no,299,yes,no,unknown,16,may,679,17,-1,0,unknown,no
36,management,single,tertiary,no,1246,no,no,cellular,21,aug,63,2,-1,0,unknown,no
27,student,single,secondary,no,671,yes,no,unknown,7,may,332,2,-1,0,unknown,no
27,management,single,tertiary,no,592,no,no,cellular,7,sep,667,1,221,3,failure,no
42,technician,single,secondary,no,60,yes,yes,cellular,30,jan,183,2,241,1,other,no
48,blue-collar,single,unknown,no,2961,no,no,unknown,19,jun,361,1,-1,0,unknown,no
26,blue-collar,single,tertiary,no,644,no,no,cellular,2,dec,346,1,-1,0,unknown,yes
33,blue-collar,single,secondary,no,1925,yes,no,cellular,8,may,87,2,67,2,failure,no
31,blue-collar,single,secondary,no,199,no,no,telephone,30,apr,110,1,-1,0,unknown,no
36,blue-collar,single,secondary,no,206,yes,no,cellular,5,may,17,6,-1,0,unknown,no
18,student,single,unknown,no,108,no,no,cellular,9,feb,92,1,183,1,success,yes
34,blue-collar,single,secondary,yes,-115,yes,no,unknown,14,may,360,1,-1,0,unknown,no
26,services,single,secondary,no,-72,yes,no,unknown,30,jun,82,9,-1,0,unknown,no
35,technician,single,tertiary,no,8,no,no,cellular,21,aug,169,2,-1,0,unknown,no
26,unemployed,single,tertiary,no,370,no,no,cellular,30,jan,230,1,-1,0,unknown,no
34,self-employed,single,tertiary,no,1943,yes,no,cellular,16,apr,478,2,-1,0,unknown,no
55,management,single,tertiary,no,7025,no,no,unknown,5,jun,139,3,-1,0,unknown,no
25,services,single,secondary,no,79,no,yes,cellular,21,jul,24,28,-1,0,unknown,no
35,management,single,tertiary,no,134,no,no,cellular,4,feb,219,1,-1,0,unknown,no
53,housemaid,single,primary,no,1238,no,no,unknown,17,jun,23,3,-1,0,unknown,no
26,admin.,single,secondary,no,125,no,no,cellular,6,oct,63,1,63,7,failure,no
32,management,single,secondary,no,-32,yes,no,unknown,23,may,139,1,-1,0,unknown,no
28,services,single,secondary,no,198,no,no,cellular,5,jul,128,2,-1,0,unknown,yes
24,technician,single,secondary,no,-192,yes,no,unknown,13,may,125,1,-1,0,unknown,no
28,technician,single,secondary,no,313,no,no,cellular,9,feb,1183,2,-1,0,unknown,yes
34,services,single,secondary,no,418,yes,no,cellular,22,jul,247,1,-1,0,unknown,no
37,technician,single,tertiary,no,3943,no,no,cellular,19,nov,37,1,-1,0,unknown,no
49,management,single,tertiary,no,11,no,no,cellular,22,aug,251,2,-1,0,unknown,no
40,management,single,tertiary,no,-199,yes,yes,unknown,30,may,109,1,-1,0,unknown,no
45,technician,single,secondary,no,4367,yes,no,cellular,27,feb,71,1,-1,0,unknown,no
35,admin.,single,secondary,no,3,yes,no,unknown,28,may,330,5,-1,0,unknown,no
30,admin.,single,tertiary,no,5,no,yes,cellular,11,jul,58,1,-1,0,unknown,no
32,blue-collar,single,primary,no,100,yes,no,unknown,16,may,376,2,-1,0,unknown,no
33,services,single,secondary,no,100,yes,no,cellular,14,may,11,8,297,7,other,no
42,blue-collar,single,primary,no,1401,yes,no,unknown,19,jun,69,1,-1,0,unknown,no
32,technician,single,tertiary,no,1059,yes,no,cellular,17,apr,115,1,-1,0,unknown,no
30,technician,single,tertiary,no,60,yes,yes,unknown,7,may,306,5,-1,0,unknown,no
35,technician,single,tertiary,no,1455,yes,no,unknown,15,may,70,6,-1,0,unknown,no
30,management,single,secondary,no,8101,yes,no,cellular,21,nov,49,1,-1,0,unknown,no
31,admin.,single,secondary,no,554,yes,no,cellular,5,feb,94,1,-1,0,unknown,no
44,blue-collar,single,primary,no,97,yes,no,unknown,23,may,95,14,-1,0,unknown,no
34,management,single,unknown,no,6013,yes,no,cellular,18,may,612,1,-1,0,unknown,yes
51,self-employed,single,secondary,no,0,no,no,cellular,29,oct,1707,2,-1,0,unknown,yes
27,services,single,secondary,no,353,yes,no,cellular,15,may,663,1,-1,0,unknown,yes
34,management,single,tertiary,no,-2,no,no,cellular,27,aug,57,6,-1,0,unknown,no
